,Title,Year,Rated,Genre,Director,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes
518,All Together Now,2020,PG,Drama,Brett Haley,An optimistic high schooler with musical aspirations must learn to accept help from her friends to overcome her personal hardships and fulfill her dreams.,English,United States,N/A,"Internet Movie Database:6.5/10, Rotten Tomatoes:68%, Metacritic:64/100",6.5,"4,789"
519,Emily's Wonder Lab,2020–,TV-G,"Family, Talk-Show",N/A,Acclaimed science communicator Emily Calandrelli takes kids through lively experiments and entertaining activities in this new live-action series .,N/A,United States,3 nominations,Internet Movie Database:8.8/10,8.8,220
520,The Sleepover,2020,TV-PG,"Action, Adventure, Comedy",Trish Sie,"When two siblings discover their seemingly normal mom is a former thief in witness protection who has been forced to pull one last job, they team up to rescue her over the course of an action-packed night.",English,United States,1 win & 1 nomination,"Internet Movie Database:5.7/10, Rotten Tomatoes:67%, Metacritic:46/100",5.7,"11,421"
521,Little Singham: Kaal Ka Badla,2020,N/A,"Animation, Action",Prakash Satam,"Little Singham's biggest enemy, the demon Kaal, is back and badder than ever -- but this time, will he succeed in destroying the world's best kid cop.",Hindi,India,N/A,Internet Movie Database:5.4/10,5.4,42
522,Meet the In-Laws,2012,N/A,Comedy,Hai-shu Li,"Hyun-Joon (Song Sae-Byeok) is a comic book artist from the Jeolla-do region, now working in the capital city of Seoul. One day he meets Da-Hong (Lee Si-Young), a fan of his who is from the port city of Pusan. The couple's relation...",Mandarin,China,N/A,Internet Movie Database:5.6/10,5.6,151
523,Crazy Awesome Teachers,2020,TV-14,"Comedy, Drama",Sammaria Simanjuntak,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.",Indonesian,Indonesia,5 nominations,Internet Movie Database:6.2/10,6.2,499
524,Glitch Techs,2020,TV-Y7-FV,"Animation, Action, Adventure",N/A,Game-world monsters are wreaking real-world havoc. Here comes tech support.,English,United States,N/A,Internet Movie Database:7.7/10,7.7,"1,646"
525,What's Your Raashee?,2009,Not Rated,"Comedy, Drama, Romance",Ashutosh Gowariker,"A young man has only ten days to locate his soulmate as dictated by the stars, otherwise he could lose a fortune. He thus embarks on a journey through love, looking through twelve girls to find the one who fits his horoscope.",Hindi,India,3 nominations,Internet Movie Database:4.8/10,4.8,"2,799"
526,Fearless,2006,PG-13,"Action, Biography, Drama",Ronny Yu,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.","Mandarin, Japanese, English","China, Hong Kong, United States",6 wins & 13 nominations,"Internet Movie Database:7.6/10, Rotten Tomatoes:73%, Metacritic:70/100",7.6,"77,548"
527,Octonauts and the Caves of Sac Actun,2020,N/A,"Animation, Adventure, Comedy",Blair Simmons,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.",English,United Kingdom,1 nomination,Internet Movie Database:6.2/10,6.2,210
528,The Legend of Korra,2012–2014,TV-PG,"Animation, Action, Adventure",N/A,Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.,English,United States,27 wins & 41 nominations,Internet Movie Database:8.4/10,8.4,"128,246"
529,Zoids Wild,2018–,N/A,Animation,N/A,"Arashi longs to follow his father's footsteps and become a Zoid Hunter. With Wild Liger, and team Freedom by his side, he sets out to find the Great Ancient Treasure Z.",Japanese,Japan,N/A,Internet Movie Database:5.7/10,5.7,39
530,Mr. Peabody & Sherman,2014,PG,"Animation, Adventure, Comedy",Rob Minkoff,"The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created.",English,"United States, India",Nominated for 1 BAFTA Award2 wins & 16 nominations total,"Internet Movie Database:6.8/10, Rotten Tomatoes:81%, Metacritic:59/100",6.8,"74,523"
531,Feel the Beat,2020,TV-G,"Comedy, Drama, Family",Elissa Down,"After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.","English, American Sign ",United States,1 win & 3 nominations,"Internet Movie Database:6.3/10, Rotten Tomatoes:50%",6.3,"12,426"
532,Floor Is Lava,2020–,TV-Y7,Game-Show,N/A,"Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers.",English,United States,2 nominations,Internet Movie Database:5.3/10,5.3,"2,779"
533,A Whisker Away,2020,TV-PG,"Animation, Adventure, Drama","Jun'ichi Satô, Tomotaka Shibayama","Miyo Sasaki is in love with her classmate Kento Hinode and tries repeatedly to get Kento's attention by transforming into a cat, but at some point, the boundary between herself and the cat becomes ambiguous.",Japanese,Japan,1 win & 2 nominations,"Internet Movie Database:6.7/10, Rotten Tomatoes:93%",6.7,"12,251"
534,El límite infinito,2020,N/A,"Documentary, Short",Pablo Aulita,"Jean Maggi, shortly after birth, contracted a disease for which he could never walk. Since then only one thing has been proposed: to exceed every limit for ""live standing."" When he reached the highest route in the Himalayas with h...",Spanish,Argentina,N/A,Internet Movie Database:8.6/10,8.6,30
535,One Take,2020,N/A,"Documentary, Music",Manatsanun Phanlerdwongsakul,Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.,Thai,Thailand,N/A,Internet Movie Database:5.7/10,5.7,52
536,The Nut Job,2014,PG,"Animation, Adventure, Comedy",Peter Lepeniotis,"An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.","Dutch, English","Canada, South Korea, United States",1 win & 5 nominations,"Internet Movie Database:5.7/10, Rotten Tomatoes:13%, Metacritic:37/100",5.7,"29,474"
537,Riding Faith,2020,TV-G,Family,Paco Aguilar,"With the impending foreclose of the family Ranch, Rebecca struggles with her rebellious daughter Grace who is still not over the death of her father Mike.",English,United States,N/A,Internet Movie Database:4.4/10,4.4,248
538,The Chase,1994,PG-13,"Action, Adventure, Comedy",Adam Rifkin,Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.,English,United States,N/A,"Internet Movie Database:5.8/10, Rotten Tomatoes:40%",5.8,"21,714"
539,Underdogs,2013,PG,"Animation, Adventure, Comedy",Juan José Campanella,A young man named Amadeo sets off on an unexpected adventure with the players of his beloved Foosball game.,"Spanish, English","Argentina, Spain, United Kingdom, France, United States",8 wins & 6 nominations,"Internet Movie Database:6.4/10, Rotten Tomatoes:67%, Metacritic:38/100",6.4,"10,012"
540,Alexa,1988,R,Drama,Sean Delgado,"Alexa is very attentive to her customer's requests, but soon realizes that prostitution has limited long term career potential. She meets Tony, a scriptwriter who is writing a piece on prostitutes. Alexa falls for him, and decides...",English,United States,N/A,Internet Movie Database:4.3/10,4.3,47
541,Okko's Inn,2018,PG,"Animation, Adventure, Drama",Kitarô Kôsaka,"After losing her parents in a car accident, Okko starts living in the countryside with her grandmother who runs a traditional Japanese inn. While she prepares to be the next owner of the inn, Okko can somehow see friendly ghosts.","Japanese, English",Japan,3 nominations,"Internet Movie Database:7.0/10, Metacritic:70/100",7.0,"2,154"
542,True: Rainbow Rescue,2020,N/A,"Animation, Family",N/A,True and Bartleby travel to the other side of the Neverending Rainbow to bring back Dillydally - a brave explorer who's the Rainbow King's best friend.,English,Canada,N/A,Internet Movie Database:5.5/10,5.5,30
543,"What's Up, Doc?",1972,G,"Comedy, Romance",Peter Bogdanovich,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,"English, French, German",United States,1 win & 1 nomination,"Internet Movie Database:7.7/10, Rotten Tomatoes:89%",7.7,"25,277"
544,Cardcaptor Sakura,1998–2000,TV-Y7-FV,"Animation, Action, Adventure",N/A,"Sakura stumbled upon the book of Clow Cards in a library. Accidentally setting the magical cards loose, it's now up to Sakura to catch them all with her best friend Tomoyo, and Kerberos, the guardian of the cards.",Japanese,Japan,N/A,Internet Movie Database:8.0/10,8.0,"5,343"
545,Cook Off,2017,N/A,"Comedy, Romance",Tomas Brickhill,"Single mother Anesu's life is turned upside down when her son enters her into a reality TV competition. A refreshing view of contemporary life in Harare, Zimbabwe, told through the lens of a classic romantic comedy.",English,Zimbabwe,N/A,"Internet Movie Database:6.0/10, Rotten Tomatoes:25%",6.0,386
546,Kalek Shanab,2019,N/A,"Comedy, Drama",Hani Al-Shaibani,"After having a good night together, the three friends (Dhabya, Khamis and Ghnome) are surprised by their strange situations the next day and do not remember anything that happened as the comedy and the stand-off escalate until the...",Arabic,United Arab Emirates,N/A,Internet Movie Database:4.8/10,4.8,46
547,Mirai,2018,PG,"Animation, Adventure, Drama",Mamoru Hosoda,"A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","Japanese, English",Japan,Nominated for 1 Oscar. 5 wins & 36 nominations total,"Internet Movie Database:7.0/10, Rotten Tomatoes:91%, Metacritic:81/100",7.0,"17,139"
548,Freej Al Taibeen,2018,N/A,"Comedy, Sport",Ahmed Zain,"Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.",Arabic,United Arab Emirates,N/A,,N/A,13
549,One Day We'll Talk About Today,2020,TV-14,Drama,Angga Dwimas Sasongko,"Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families.",Indonesian,Indonesia,2 wins & 13 nominations,Internet Movie Database:7.3/10,7.3,"1,325"
550,Si Doel the Movie 3,2020,N/A,"Drama, Romance",Rano Karno,"The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.",Indonesian,Indonesia,2 nominations,Internet Movie Database:6.7/10,6.7,140
551,The Witness Who Didn't See Anything,1976,N/A,Comedy,"Mohammad Fadel, Hany Motawie","In the building in which Sarhan lives, it happens that he was the last person to witness the dead person alive, so he brought to court to testify.",Arabic,Egypt,N/A,Internet Movie Database:8.3/10,8.3,650
552,Ben Platt Live from Radio City Music Hall,2020,TV-PG,Music,"Alex Timbers, Sam Wrench","Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage - numbers from his debut LP, ""Sing to Me Instead.""",English,United States,N/A,Internet Movie Database:8.3/10,8.3,528
553,Either Me or My Auntie,2005,PG,Comedy,Saeed Hamed,"Henedy plays Taimor, a Young man studies music. He loves his colleague and intends to marry her. Her mother, who believes in magic, refuses their marriage. He disguises in conjurer's clothes called Nosa to let her accept their mar...",Arabic,Egypt,N/A,Internet Movie Database:5.3/10,5.3,"1,645"
554,My Sleeping Lover,2008,N/A,"Adventure, Comedy, Musical",Ahmad El-Badri,"In an accident of fate, Ramez finds his dream girl in Nesma, but not exactly the one everyone sees. Will that stay for long? is this possible?",Arabic,Egypt,N/A,Internet Movie Database:3.5/10,3.5,465
555,Wadjda,2012,PG,"Comedy, Drama",Haifaa Al-Mansour,An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,Arabic,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States",Nominated for 1 BAFTA Award22 wins & 35 nominations total,"Internet Movie Database:7.5/10, Rotten Tomatoes:99%, Metacritic:81/100",7.5,"20,982"
556,Zaki Chan,2005,N/A,"Comedy, Romance",Wael Ihsan,"Zaky, a lazy young man decides to work for his father's boss as a bodyguard to protect his stubborn daughter Shereen and her little brother. Soon he becomes a part of the family and a foe for Shereen's jealous boyfriend Hazem.",Arabic,Egypt,N/A,Internet Movie Database:6.6/10,6.6,"3,571"
557,The Big Flower Fight,2020–,TV-PG,Reality-TV,N/A,"Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",English,United Kingdom,N/A,Internet Movie Database:7.4/10,7.4,"1,319"
558,Avatar: The Last Airbender,2005–2008,TV-Y7-FV,"Animation, Action, Adventure",N/A,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",English,United States,Won 1 Primetime Emmy. 9 wins & 6 nominations total,Internet Movie Database:9.3/10,9.3,"335,564"
